metodo,ruta,summary,description,summary_generico,description_generica,es_generica
POST,/api/ach-traceability/sol02/{transactionId}/certify,Aplicar certificación SOL02 a transacción,Qué hace: cambia estado de una transacción registrando certificación SOL02. Cuándo se usa: en procesos de trazabilidad y cumplimiento con evidencia externa. Perfil consumidor: operación ACH y analistas de trazabilidad. Permiso requerido: sin policy explícita en el método; aplicar control de acceso por entorno. Tipo de operación: modifica información. Genera auditoría: sí. Riesgos operativos: certificar transacción incorrecta altera historial regulatorio. Errores esperados: 404 transacción no encontrada; 400 transición inválida. Relación ACH/CENIT/NACHA-M: integra trazabilidad operativa ACH con evidencia SOL02. Precauciones para desarrollo u operación: confirmar referencia y notas antes de certificar.,no,no,no
GET,/api/ach-traceability/transactions/{transactionId},Consulta trazabilidad de una transacción,"Qué hace: devuelve línea de tiempo y estado de la transacción ACH. Cuándo se usa: en auditorías, reclamos y soporte operativo. Perfil consumidor: auditoría y operación ACH. Permiso requerido: sin policy explícita en el método. Tipo de operación: solo consulta. Genera auditoría: sí, por trazas. Riesgos operativos: diagnóstico incompleto si se consulta id equivocado. Errores esperados: 404 transacción inexistente; 401/403 según entorno. Relación ACH/CENIT/NACHA-M: expone trayectoria de la transacción en ACH/CENIT. Precauciones para desarrollo u operación: correlacionar con reportes de ciclo y devoluciones.",no,no,no
GET,/api/audit-logs,Consulta de audit logs: consulta get audit logs dentro de audit logs para la ruta /api/audit-logs,"Qué hace: consulta get audit logs dentro de audit logs para la ruta /api/audit-logs. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en audit logs (/api/audit-logs). Perfil consumidor: equipos funcionales y técnicos responsables de audit logs. Permiso requerido: requiere token válido con autorización. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio audit logs dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/audit-logs en decisiones operativas.",no,no,no
GET,/api/auth-logs,Consulta de seguridad bancaria: consulta get auth logs dentro de seguridad bancaria para la ruta /api/auth-logs,"Qué hace: consulta get auth logs dentro de seguridad bancaria para la ruta /api/auth-logs. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en seguridad bancaria (/api/auth-logs). Perfil consumidor: seguridad bancaria, administradores de plataforma y auditoría técnica. Permiso requerido: requiere token válido con autorización. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: alto; requiere segregación de funciones, revisión de autorizaciones y manejo seguro de evidencia. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio seguridad bancaria dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/auth-logs en decisiones operativas.",no,no,no
GET,/api/cenit/net-positions,Posiciones netas de liquidez por ejecución,"Qué hace: muestra débitos, créditos y liquidez por entidad financiera en una ejecución CENIT. Cuándo se usa: en conciliación de liquidez y priorización operativa. Perfil consumidor: tesorería operativa y operación ACH. Permiso requerido: CanReadAch. Tipo de operación: solo consulta. Genera auditoría: sí, por consulta y trazas. Riesgos operativos: lectura fuera de ejecución correcta puede llevar a decisiones de liquidez erradas. Errores esperados: 401/403; resultados vacíos cuando no hay ejecución. Relación ACH/CENIT/NACHA-M: conecta neteo CENIT con operación ACH. Precauciones para desarrollo u operación: confirmar cenitCycleExecutionId antes de decisiones.",no,no,no
GET,/api/cenit/optimization-decisions,Decisiones de optimización de liquidez,"Qué hace: lista decisiones de optimización aplicadas sobre transacciones. Cuándo se usa: en análisis de por qué una transacción fue priorizada o movida de ciclo. Perfil consumidor: operación CENIT, riesgo y auditoría. Permiso requerido: CanReadAch. Tipo de operación: solo consulta. Genera auditoría: sí. Riesgos operativos: interpretar decisiones fuera de contexto puede afectar post-mortem. Errores esperados: 400 por filtros inválidos; 401/403. Relación ACH/CENIT/NACHA-M: explica lógica operativa de neteo y enrutamiento ACH/CENIT. Precauciones para desarrollo u operación: correlacionar con estado de transacción y ciclo origen/destino.",no,no,no
GET,/api/cenit/queues,Cola de ejecución de ciclos CENIT,"Qué hace: consulta elementos en cola de ciclo CENIT con estado y contexto transaccional. Cuándo se usa: en monitoreo de encolamiento y despacho. Perfil consumidor: operación CENIT y soporte ACH. Permiso requerido: CanReadAch. Tipo de operación: solo consulta. Genera auditoría: sí, por bitácoras y eventos de ejecución. Riesgos operativos: paginación/filtros inadecuados pueden ocultar cuellos de botella. Errores esperados: 400 por parámetros; 401/403. Relación ACH/CENIT/NACHA-M: observa interacción entre transacciones ACH y ciclo CENIT. Precauciones para desarrollo u operación: usar page/pageSize dentro de límites operativos.",no,no,no
GET,/api/cenit/traceability,Trazabilidad CENIT de transacciones,Qué hace: entrega vista trazable con causales de devolución/rechazo y estado. Cuándo se usa: en conciliación operativa y gestión de excepciones. Perfil consumidor: operación ACH/CENIT y auditoría. Permiso requerido: CanReadAch. Tipo de operación: solo consulta. Genera auditoría: sí. Riesgos operativos: códigos normalizados incorrectamente pueden sesgar análisis. Errores esperados: 400 filtros inválidos; 401/403. Relación ACH/CENIT/NACHA-M: une catálogo regulatorio con ejecución transaccional ACH/CENIT. Precauciones para desarrollo u operación: validar estado y ciclo antes de emitir conclusiones.,no,no,no
GET,/api/customer-third-parties,Consulta de customer third parties: consulta get dentro de customer third parties para la ruta /api/customer-third-parties,"Qué hace: consulta get dentro de customer third parties para la ruta /api/customer-third-parties. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en customer third parties (/api/customer-third-parties). Perfil consumidor: equipos funcionales y técnicos responsables de customer third parties. Permiso requerido: CanReadAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio customer third parties dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/customer-third-parties en decisiones operativas.",no,no,no
PATCH,/api/customer-third-parties/{id}/status,Ajuste de customer third parties: aplica ajuste parcial de update status dentro de customer third parties para la ruta /api/customer-third-parties/{id}/status,"Qué hace: aplica ajuste parcial de update status dentro de customer third parties para la ruta /api/customer-third-parties/{id}/status. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en customer third parties (/api/customer-third-parties/{id}/status). Perfil consumidor: equipos funcionales y técnicos responsables de customer third parties. Permiso requerido: CanManageAch. Tipo de operación: PATCH. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio customer third parties dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /api/customer-third-parties/{id}/status.",no,no,no
GET,/api/integrations/mappingsets,Consulta de integration mapping sets: consulta get dentro de integration mapping sets para la ruta /api/integrations/mappingsets,"Qué hace: consulta get dentro de integration mapping sets para la ruta /api/integrations/mappingsets. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en integration mapping sets (/api/integrations/mappingsets). Perfil consumidor: equipos funcionales y técnicos responsables de integration mapping sets. Permiso requerido: CanManageAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio integration mapping sets dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/integrations/mappingsets en decisiones operativas.",no,no,no
POST,/api/integrations/mappingsets,Registro de integration mapping sets: registra una solicitud de create dentro de integration mapping sets para la ruta /api/integrations/mappingsets,"Qué hace: registra una solicitud de create dentro de integration mapping sets para la ruta /api/integrations/mappingsets. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en integration mapping sets (/api/integrations/mappingsets). Perfil consumidor: equipos funcionales y técnicos responsables de integration mapping sets. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio integration mapping sets dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /api/integrations/mappingsets.",no,no,no
POST,/api/integrations/mappingsets/compare,Registro de integration mapping sets: registra una solicitud de compare dentro de integration mapping sets para la ruta /api/integrations/mappingsets/compare,"Qué hace: registra una solicitud de compare dentro de integration mapping sets para la ruta /api/integrations/mappingsets/compare. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en integration mapping sets (/api/integrations/mappingsets/compare). Perfil consumidor: equipos funcionales y técnicos responsables de integration mapping sets. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio integration mapping sets dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /api/integrations/mappingsets/compare.",no,no,no
GET,/api/integrations/mappingsets/published,Consulta de integration mapping sets: consulta get published dentro de integration mapping sets para la ruta /api/integrations/mappingsets/published,"Qué hace: consulta get published dentro de integration mapping sets para la ruta /api/integrations/mappingsets/published. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en integration mapping sets (/api/integrations/mappingsets/published). Perfil consumidor: equipos funcionales y técnicos responsables de integration mapping sets. Permiso requerido: CanManageAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio integration mapping sets dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/integrations/mappingsets/published en decisiones operativas.",no,no,no
GET,/api/integrations/mappingsets/{id},Consulta de integration mapping sets: consulta get by id dentro de integration mapping sets para la ruta /api/integrations/mappingsets/{id},"Qué hace: consulta get by id dentro de integration mapping sets para la ruta /api/integrations/mappingsets/{id}. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en integration mapping sets (/api/integrations/mappingsets/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de integration mapping sets. Permiso requerido: CanManageAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio integration mapping sets dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/integrations/mappingsets/{id} en decisiones operativas.",no,no,no
PUT,/api/integrations/mappingsets/{id},Actualización de integration mapping sets: actualiza información de update dentro de integration mapping sets para la ruta /api/integrations/mappingsets/{id},"Qué hace: actualiza información de update dentro de integration mapping sets para la ruta /api/integrations/mappingsets/{id}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en integration mapping sets (/api/integrations/mappingsets/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de integration mapping sets. Permiso requerido: CanManageAch. Tipo de operación: PUT. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio integration mapping sets dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /api/integrations/mappingsets/{id}.",no,no,no
POST,/api/integrations/mappingsets/{id}/clone,Registro de integration mapping sets: registra una solicitud de clone dentro de integration mapping sets para la ruta /api/integrations/mappingsets/{id}/clone,"Qué hace: registra una solicitud de clone dentro de integration mapping sets para la ruta /api/integrations/mappingsets/{id}/clone. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en integration mapping sets (/api/integrations/mappingsets/{id}/clone). Perfil consumidor: equipos funcionales y técnicos responsables de integration mapping sets. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio integration mapping sets dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /api/integrations/mappingsets/{id}/clone.",no,no,no
GET,/api/integrations/mappingsets/{id}/history,Consulta de integration mapping sets: consulta history dentro de integration mapping sets para la ruta /api/integrations/mappingsets/{id}/history,"Qué hace: consulta history dentro de integration mapping sets para la ruta /api/integrations/mappingsets/{id}/history. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en integration mapping sets (/api/integrations/mappingsets/{id}/history). Perfil consumidor: equipos funcionales y técnicos responsables de integration mapping sets. Permiso requerido: CanManageAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio integration mapping sets dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/integrations/mappingsets/{id}/history en decisiones operativas.",no,no,no
POST,/api/integrations/mappingsets/{id}/preview,Registro de integration mapping sets: registra una solicitud de preview dentro de integration mapping sets para la ruta /api/integrations/mappingsets/{id}/preview,"Qué hace: registra una solicitud de preview dentro de integration mapping sets para la ruta /api/integrations/mappingsets/{id}/preview. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en integration mapping sets (/api/integrations/mappingsets/{id}/preview). Perfil consumidor: equipos funcionales y técnicos responsables de integration mapping sets. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio integration mapping sets dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /api/integrations/mappingsets/{id}/preview.",no,no,no
POST,/api/integrations/mappingsets/{id}/publish,Registro de integration mapping sets: registra una solicitud de publish dentro de integration mapping sets para la ruta /api/integrations/mappingsets/{id}/publish,"Qué hace: registra una solicitud de publish dentro de integration mapping sets para la ruta /api/integrations/mappingsets/{id}/publish. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en integration mapping sets (/api/integrations/mappingsets/{id}/publish). Perfil consumidor: equipos funcionales y técnicos responsables de integration mapping sets. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio integration mapping sets dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /api/integrations/mappingsets/{id}/publish.",no,no,no
PUT,/api/integrations/mappingsets/{id}/rules,Actualización de integration mapping sets: actualiza información de upsert rules dentro de integration mapping sets para la ruta /api/integrations/mappingsets/{id}/rules,"Qué hace: actualiza información de upsert rules dentro de integration mapping sets para la ruta /api/integrations/mappingsets/{id}/rules. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en integration mapping sets (/api/integrations/mappingsets/{id}/rules). Perfil consumidor: equipos funcionales y técnicos responsables de integration mapping sets. Permiso requerido: CanManageAch. Tipo de operación: PUT. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio integration mapping sets dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /api/integrations/mappingsets/{id}/rules.",no,no,no
POST,/api/integrations/mappingsets/{id}/validate,Registro de integration mapping sets: registra una solicitud de validate dentro de integration mapping sets para la ruta /api/integrations/mappingsets/{id}/validate,"Qué hace: registra una solicitud de validate dentro de integration mapping sets para la ruta /api/integrations/mappingsets/{id}/validate. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en integration mapping sets (/api/integrations/mappingsets/{id}/validate). Perfil consumidor: equipos funcionales y técnicos responsables de integration mapping sets. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio integration mapping sets dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /api/integrations/mappingsets/{id}/validate.",no,no,no
GET,/api/integrations/methods,Consulta de integration catalog: consulta get methods dentro de integration catalog para la ruta /api/integrations/methods,"Qué hace: consulta get methods dentro de integration catalog para la ruta /api/integrations/methods. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en integration catalog (/api/integrations/methods). Perfil consumidor: equipos funcionales y técnicos responsables de integration catalog. Permiso requerido: CanManageAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio integration catalog dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/integrations/methods en decisiones operativas.",no,no,no
GET,/api/integrations/methods/{methodId}/parameters,Consulta de integration catalog: consulta get parameters by method dentro de integration catalog para la ruta /api/integrations/methods/{methodId}/parameters,"Qué hace: consulta get parameters by method dentro de integration catalog para la ruta /api/integrations/methods/{methodId}/parameters. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en integration catalog (/api/integrations/methods/{methodId}/parameters). Perfil consumidor: equipos funcionales y técnicos responsables de integration catalog. Permiso requerido: CanManageAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio integration catalog dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/integrations/methods/{methodId}/parameters en decisiones operativas.",no,no,no
GET,/api/integrations/source-catalog,Consulta de integration catalog: consulta get source catalog dentro de integration catalog para la ruta /api/integrations/source-catalog,"Qué hace: consulta get source catalog dentro de integration catalog para la ruta /api/integrations/source-catalog. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en integration catalog (/api/integrations/source-catalog). Perfil consumidor: equipos funcionales y técnicos responsables de integration catalog. Permiso requerido: CanManageAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio integration catalog dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/integrations/source-catalog en decisiones operativas.",no,no,no
GET,/api/integrations/transformations,Consulta de integration catalog: consulta get transformations dentro de integration catalog para la ruta /api/integrations/transformations,"Qué hace: consulta get transformations dentro de integration catalog para la ruta /api/integrations/transformations. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en integration catalog (/api/integrations/transformations). Perfil consumidor: equipos funcionales y técnicos responsables de integration catalog. Permiso requerido: CanManageAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio integration catalog dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/integrations/transformations en decisiones operativas.",no,no,no
GET,/api/navigation-logs,Consulta de navigation logs: consulta get navigation logs dentro de navigation logs para la ruta /api/navigation-logs,"Qué hace: consulta get navigation logs dentro de navigation logs para la ruta /api/navigation-logs. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en navigation logs (/api/navigation-logs). Perfil consumidor: equipos funcionales y técnicos responsables de navigation logs. Permiso requerido: CanReadAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio navigation logs dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/navigation-logs en decisiones operativas.",no,no,no
POST,/api/navigation-logs,Registro de navigation logs: registra una solicitud de add navigation log dentro de navigation logs para la ruta /api/navigation-logs,"Qué hace: registra una solicitud de add navigation log dentro de navigation logs para la ruta /api/navigation-logs. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en navigation logs (/api/navigation-logs). Perfil consumidor: equipos funcionales y técnicos responsables de navigation logs. Permiso requerido: requiere token válido con autorización. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio navigation logs dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /api/navigation-logs.",no,no,no
GET,/api/payment-rails/capability-registry/rails,Catálogo de rieles de pago habilitados,"Qué hace: retorna rieles disponibles en el registro de capacidades. Cuándo se usa: al consultar alcance funcional por riel. Perfil consumidor: arquitectura de pagos y equipos de integración. Permiso requerido: FineGrainedPermissions.CanViewPaymentRailCapabilityRegistry. Tipo de operación: solo consulta. Genera auditoría: sí, por logs de consulta. Riesgos operativos: usar catálogo desactualizado afecta decisiones de integración. Errores esperados: 401/403 por permiso. Relación ACH/CENIT/NACHA-M: gobernanza de capacidades ACH/CENIT y rieles complementarios. Precauciones para desarrollo u operación: sincronizar consumo con vigencia normativa.",no,no,no
GET,/api/payment-rails/capability-registry/rails/{railCode}/capabilities,Capacidades vigentes por riel,"Qué hace: consulta capacidades efectivas del riel para una fecha dada. Cuándo se usa: en diseño de productos y validación de compatibilidad. Perfil consumidor: arquitectos de integración y operación. Permiso requerido: FineGrainedPermissions.CanViewPaymentRailCapabilityRegistry. Tipo de operación: solo consulta. Genera auditoría: sí, por trazas. Riesgos operativos: código de riel inválido provoca decisiones erróneas. Errores esperados: 400 riel inválido; 401/403. Relación ACH/CENIT/NACHA-M: define qué capacidades ACH/CENIT están disponibles por riel. Precauciones para desarrollo u operación: enviar asOfUtc coherente con fecha operativa.",no,no,no
GET,/api/payment-rails/capability-registry/rails/{railCode}/capabilities/{capabilityCode},Detalle de capacidad por riel,"Qué hace: retorna una capacidad específica y su estado efectivo. Cuándo se usa: al validar una regla puntual de interoperabilidad. Perfil consumidor: arquitectura, QA y cumplimiento. Permiso requerido: FineGrainedPermissions.CanViewPaymentRailCapabilityRegistry. Tipo de operación: solo consulta. Genera auditoría: sí, por trazas. Riesgos operativos: capabilityCode incorrecto produce falsos negativos. Errores esperados: 404 capacidad no encontrada; 400 riel inválido; 401/403. Relación ACH/CENIT/NACHA-M: alinea implementación con matriz de capacidades ACH/CENIT. Precauciones para desarrollo u operación: validar códigos oficiales antes de invocar.",no,no,no
